state,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10
Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,20.0,21.0,27.0,27.0,27.0,27.0,27.0,33.0,33.0,33.0,33.0,36.0,36.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,52.0,52.0,56.0,62.0,62.0,62.0,80.0,80.0,80.0,113.0,207.0,207.0,306.0,318.0,318.0,346.0,377.0,403.0,418.0,450.0,466.0,490.0,514.0,534.0,588.0,646.0,702.0,738.0,779.0,784.0,803.0,823.0,856.0,874.0,902.0,917.0,929.0,990.0,1006.0,1023.0,1062.0,1114.0,1136.0,1179.0,1193.0,1228.0,1292.0,1374.0,1418.0,1457.0,1506.0,1661.0,1718.0,1811.0,1917.0,1976.0,2018.0,2050.0,2129.0,2240.0,2283.0,2343.0,2368.0,2440.0,2517.0,2626.0,2734.0,2916.0,3005.0,3034.0,3076.0,3197.0
Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,14.0,17.0,22.0,24.0,34.0,42.0,88.0,93.0,102.0,104.0,107.0,112.0,117.0,121.0,121.0,130.0,130.0,140.0,141.0,141.0,142.0,142.0,145.0,145.0,148.0,148.0,148.0,160.0,160.0,162.0,162.0,164.0,186.0,197.0,197.0,197.0,197.0,226.0,227.0,231.0,233.0,238.0,238.0,272.0,282.0,284.0,284.0,297.0,317.0,317.0,332.0,361.0,361.0,361.0,384.0,384.0,398.0,408.0,412.0,468.0,482.0,501.0,504.0,537.0,539.0,566.0,593.0,620.0,623.0,648.0,649.0,649.0,657.0,777.0,789.0,789.0,860.0,873.0,895.0,903.0,917.0,918.0,953.0,967.0,967.0,974.0,1003.0,1008.0,1011.0,1011.0,1020.0,1020.0,1040.0,1046.0,1062.0,1114.0,1114.0,1123.0,1192.0
Nagaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,18.0,25.0,36.0,43.0,43.0,49.0,58.0,80.0,94.0,107.0,118.0,123.0,127.0,128.0,128.0,156.0,163.0,168.0,177.0,179.0,193.0,193.0,198.0,201.0,211.0,280.0,330.0,347.0,355.0,371.0,387.0,415.0,434.0,459.0,459.0,501.0,539.0,563.0,590.0,625.0,625.0,657.0,673.0,732.0,748.0,774.0,845.0,896.0,902.0,916.0,956.0,978.0,988.0,1021.0,1030.0,1084.0,1174.0,1239.0,1289.0,1339.0,1385.0,1460.0,1513.0,1566.0,1693.0,1831.0,1935.0,2129.0,2405.0,2498.0,2580.0,2657.0,2688.0,2781.0,3011.0,3031.0,3118.0,3168.0,3322.0,3340.0,3394.0,3455.0,3520.0,3558.0,3583.0,3619.0,3635.0,3686.0,3714.0,3752.0,3778.0,3784.0,3805.0,3851.0,3922.0,3950.0,4003.0,4017.0,4066.0,4107.0,4128.0,4178.0,4220.0,4245.0,4375.0
Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,20.0,21.0,42.0,42.0,42.0,44.0,48.0,54.0,54.0,55.0,60.0,60.0,60.0,60.0,61.0,68.0,74.0,82.0,83.0,90.0,94.0,103.0,108.0,118.0,119.0,128.0,143.0,149.0,160.0,163.0,170.0,175.0,185.0,219.0,271.0,294.0,377.0,414.0,437.0,538.0,611.0,672.0,737.0,828.0,876.0,978.0,1052.0,1103.0,1189.0,1269.0,1336.0,1438.0,1517.0,1593.0,1660.0,1723.0,1819.0,1948.0,2104.0,2245.0,2388.0,2478.0,2608.0,2781.0,2856.0,2994.0,3140.0,3250.0,3386.0,3498.0,3723.0,3909.0,4055.0,4163.0,4338.0,4512.0,4677.0,4856.0,5160.0,5303.0,5470.0,5752.0,5962.0,6180.0,6350.0,6614.0,6859.0,7065.0,7316.0,7545.0,8106.0,8601.0,9070.0,9526.0,10097.0,10624.0,11201.0,11956.0,12526.0,13121.0,13737.0,14280.0,14898.0,15392.0,16110.0,16701.0,17437.0,18110.0,18757.0,19835.0,21099.0,22693.0,24013.0,25389.0,26892.0,28107.0,29175.0,30378.0,31877.0,33479.0,34913.0,36297.0,37681.0,39018.0,40717.0,42550.0,44193.0,45927.0,47455.0,48796.0,50672.0,52653.0,54630.0,57126.0,60050.0,62294.0,64533.0,67122.0,70020.0,72718.0,75537.0,78530.0,81479.0,84231.0,87602.0,90986.0,94668.0,97920.0,100934.0,103536.0,106561.0,109780.0,113411.0,116678.0,120221.0,124031.0,127892.0,131382.0,135130.0
Puducherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,18.0,18.0,20.0,26.0,26.0,41.0,41.0,46.0,46.0,51.0,51.0,51.0,70.0,74.0,82.0,82.0,82.0,99.0,99.0,99.0,127.0,127.0,127.0,157.0,157.0,176.0,194.0,202.0,216.0,245.0,271.0,286.0,286.0,366.0,383.0,402.0,461.0,502.0,502.0,619.0,619.0,619.0,714.0,714.0,802.0,802.0,802.0,802.0,802.0,930.0,1008.0,1151.0,1272.0,1337.0,1418.0,1468.0,1531.0,1596.0,1743.0,1832.0,1894.0,1999.0,2092.0,2179.0,2300.0,2420.0,2515.0,2654.0,2786.0,2872.0,3011.0,3177.0,3298.0,3472.0,3606.0,3806.0,3982.0,4147.0,4433.0,4621.0,4862.0,5123.0,5382.0,5624.0,5900.0,6381.0,6680.0,6995.0,7354.0,7732.0,8029.0,8396.0,8750.0,9292.0,9594.0,10112.0,10522.0,10859.0,11426.0,11930.0,12434.0,13024.0,13556.0,14127.0,14411.0,14766.0,15157.0,15581.0,16164.0,16566.0,17032.0,17316.0,17749.0,18084.0
Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,13.0,21.0,21.0,29.0,29.0,33.0,33.0,38.0,38.0,38.0,41.0,42.0,46.0,48.0,57.0,57.0,76.0,91.0,91.0,101.0,132.0,132.0,151.0,167.0,176.0,186.0,186.0,186.0,202.0,219.0,219.0,245.0,251.0,277.0,277.0,298.0,298.0,313.0,313.0,322.0,357.0,357.0,480.0,772.0,1102.0,1233.0,1451.0,1516.0,1644.0,1731.0,1762.0,1823.0,1877.0,1914.0,1924.0,1935.0,1935.0,1946.0,1964.0,1980.0,2002.0,2005.0,2028.0,2029.0,2045.0,2060.0,2060.0,2106.0,2139.0,2158.0,2197.0,2233.0,2263.0,2301.0,2342.0,2376.0,2415.0,2461.0,2515.0,2608.0,2663.0,2719.0,2805.0,2887.0,2986.0,3063.0,3140.0,3267.0,3371.0,3497.0,3615.0,3832.0,3952.0,4074.0,4235.0,4397.0,4627.0,4769.0,4957.0,5056.0,5216.0,5418.0,5568.0,5668.0,5784.0,5937.0,6109.0,6283.0,6491.0,6749.0,6907.0,7140.0,7357.0,7587.0,7821.0,8178.0,8511.0,8799.0,9094.0,9442.0,9792.0,10100.0,10510.0,10889.0,11301.0,11739.0,12216.0,12684.0,13218.0,13769.0,14378.0,14946.0,15456.0,16119.0,17063.0,17853.0,18527.0,19015.0,19856.0,20891.0,21930.0,22928.0,23903.0,24889.0,25889.0,26909.0,27936.0,29013.0,30041.0,31206.0,32696.0,34400.0,36084.0,37824.0,39327.0,40643.0,41779.0,43284.0,44577.0,46090.0,47836.0,49378.0,50848.0,52526.0,53992.0,55508.0,56989.0,58515.0,60013.0,61527.0,63473.0,65583.0,67547.0,69684.0
Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7.0,17.0,17.0,24.0,28.0,32.0,36.0,41.0,41.0,54.0,55.0,59.0,74.0,93.0,108.0,167.0,200.0,200.0,274.0,288.0,328.0,383.0,463.0,553.0,700.0,812.0,879.0,1005.0,1023.0,1131.0,1229.0,1351.0,1478.0,1576.0,1801.0,1890.0,1964.0,2034.0,2083.0,2185.0,2262.0,2364.0,2438.0,2584.0,2666.0,2772.0,2886.0,3061.0,3158.0,3317.0,3427.0,3579.0,3708.0,3814.0,3988.0,4126.0,4328.0,4534.0,4727.0,4960.0,5202.0,5507.0,5845.0,6015.0,6227.0,6494.0,6742.0,7028.0,7300.0,7536.0,7703.0,8067.0,8365.0,8617.0,8831.0,8980.0,9373.0,9652.0,9862.0,10084.0,10331.0,10599.0,10763.0,11245.0,11600.0,11838.0,12068.0,12401.0,12694.0,12981.0,13216.0,13542.0,13857.0,14156.0,14536.0,14930.0,15232.0,15627.0,16009.0,16296.0,16660.0,16944.0,17271.0,17660.0,18014.0,18312.0,18662.0,19052.0,19532.0,20164.0,20688.0,21404.0,22063.0,22563.0,23174.0,23748.0,24392.0,24936.0,25571.0,26437.0,27174.0,27789.0,28500.0,29434.0,30390.0,31373.0,32334.0,33220.0,34178.0,35298.0,35909.0,36878.0,38514.0,38964.0,40145.0,41298.0,42646.0,43804.0,44975.0,46679.0,47272.0,48996.0,50157.0,51328.0,52497.0,53670.0,54887.0,56100.0,57414.0,58692.0,59979.0,61296.0,62630.0,63977.0,65289.0,66619.0,67954.0,69264.0,70609.0,71955.0,73325.0,74670.0,76015.0,77370.0,78777.0,80227.0,81693.0,83163.0,84674.0,86227.0,87797.0,89363.0,90956.0,92536.0,94126.0,95736.0
Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,7.0,7.0,13.0,13.0,14.0,63.0,63.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,78.0,78.0,79.0,84.0,85.0,86.0,87.0,88.0,88.0,89.0,101.0,102.0,102.0,103.0,123.0,125.0,125.0,133.0,134.0,134.0,151.0,153.0,192.0,209.0,220.0,243.0,266.0,275.0,283.0,305.0,330.0,438.0,460.0,477.0,499.0,545.0,555.0,579.0,596.0,610.0,639.0,650.0,658.0,688.0,783.0,800.0,829.0,854.0,860.0,866.0,910.0,913.0,930.0,931.0,1080.0,1148.0,1167.0,1187.0,1207.0,1232.0,1290.0,1336.0,1381.0,1403.0,1446.0,1475.0,1486.0,1542.0,1576.0,1602.0,1627.0,1652.0,1670.0,1704.0,1738.0,1843.0,1901.0,1910.0,1939.0,1958.0,1989.0
Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,9.0,15.0,18.0,26.0,29.0,40.0,49.0,67.0,74.0,234.0,234.0,309.0,411.0,485.0,571.0,621.0,690.0,738.0,834.0,911.0,969.0,1075.0,1173.0,1204.0,1242.0,1267.0,1323.0,1372.0,1477.0,1520.0,1596.0,1629.0,1683.0,1755.0,1821.0,1885.0,1937.0,2058.0,2162.0,2323.0,2526.0,2757.0,3023.0,3550.0,4058.0,4829.0,5409.0,6009.0,6535.0,7204.0,8002.0,8718.0,9227.0,9674.0,10108.0,10585.0,11224.0,11760.0,12448.0,13191.0,13967.0,14753.0,15512.0,16277.0,17082.0,17728.0,18545.0,19372.0,20246.0,21184.0,22333.0,23495.0,24586.0,25872.0,27256.0,28694.0,30152.0,31667.0,33229.0,34914.0,36841.0,38716.0,40698.0,42687.0,44661.0,46504.0,48019.0,50193.0,52334.0,54449.0,56845.0,59377.0,62087.0,64603.0,67468.0,70977.0,74622.0,78335.0,82275.0,86224.0,90167.0,94049.0,98392.0,102721.0,107001.0,111151.0,114978.0,118594.0,122350.0,126581.0,130261.0,134226.0,138470.0,142798.0,147324.0,151820.0,156369.0,160907.0,165714.0,170693.0,175678.0,180643.0,186492.0,192964.0,199749.0,206737.0,213723.0,220716.0,227688.0,234114.0,239978.0,245859.0,251738.0,257613.0,263222.0,268285.0,273460.0,279144.0,285024.0,290907.0,296901.0,302815.0,308649.0,314520.0,320355.0,326245.0,332105.0,338055.0,343945.0,349654.0,355449.0,361435.0,367430.0,373410.0,379385.0,385352.0,391303.0,397261.0,403242.0,409238.0,415590.0,422085.0,428041.0,433969.0,439959.0,445851.0,451827.0,457697.0,463480.0,469256.0,474940.0,480524.0
Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,4484.0,4737.0,4974.0,5193.0,5406.0,5675.0,6027.0,6526.0,7072.0,7802.0,8674.0,9553.0,10444.0,11364.0,12349.0,13436.0,14419.0,15394.0,16339.0,17357.0,18570.0,20462.0,22312.0,23902.0,25733.0,27612.0,29536.0,30946.0,32224.0,33402.0,34671.0,36221.0,37745.0,39342.0,41018.0,42496.0,43780.0,45076.0,46274.0,47705.0,49259.0,50826.0,52466.0,0.0,54059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana***,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telengana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,6.0,17.0,21.0,22.0,32.0,35.0,35.0,44.0,45.0,56.0,66.0,71.0,79.0,96.0,107.0,158.0,159.0,269.0,321.0,364.0,427.0,442.0,473.0,504.0,504.0,562.0,624.0,647.0,698.0,743.0,791.0,844.0,873.0,919.0,945.0,960.0,984.0,984.0,991.0,1002.0,1004.0,1012.0,1012.0,1039.0,1039.0,1063.0,1082.0,1085.0,1096.0,1107.0,1123.0,1133.0,1163.0,1196.0,1275.0,1326.0,1367.0,1414.0,1454.0,1509.0,1551.0,1597.0,1634.0,1661.0,1699.0,1761.0,1813.0,1854.0,1920.0,1991.0,2098.0,2256.0,2425.0,2499.0,2698.0,2792.0,2891.0,3020.0,3147.0,3290.0,3496.0,3580.0,3650.0,3920.0,4111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57142.0,0.0,58906.0,60717.0,62703.0,64786.0,66677.0,68946.0,70958.0,73050.0,75257.0,77513.0,79495.0,80751.0,82647.0,84544.0,86475.0,88396.0,90259.0,91361.0,92255.0,93937.0,95700.0,97424.0,99391.0,101865.0,104249.0,106091.0,108670.0,111688.0,114483.0,117415.0,120166.0,123090.0,124963.0,127697.0,130589.0,133406.0,135884.0,138395.0,140969.0,142771.0,145163.0,147642.0,150176.0
